ITEMNAME,CATEGORY,QUANTITY,COSTPPU,FACTOR,SELLPPU,VAT,BARCODE,EXPIRYDATE
AFIA FRUIT DRINK SACHET 1 L,SOFT DRINKS,1 ,3917,,4700,0,6008459000866,
QUENCHER FLAVOURED DRINK 2 L,SOFT DRINKS,1 ,7500,,9000,0,6009619870046,
QUENCHER FLAVOURED DRINK 3 L,SOFT DRINKS,1 ,10625,,13000,0,6009619870121,
QUENCHER FLAVOURED DRINK 5 L,SOFT DRINKS,1 ,15750,,19000,0,6009619870060,
RIHAM SOFT DRINK 320 ML,SOFT DRINKS,1 ,633,,800,0,6161105450573,
RIHAM SOFT DRINK 500 ML,SOFT DRINKS,1 ,1375,,1700,0,6161105450023,
NEW SOFT DRINK 3,SOFT DRINKS,1 ,1875,,2500,0,,
HUDOR MINERAL WATER 600 ML,SOFT DRINKS,1 ,437,,700,0,609207066743,
MARCHE FRUIT FLAVOURED DRINK 300 ML,SOFT DRINKS,1 ,1125,,1400,0,6161102060225,
ZURI JUICE DRINK 500 ML,SOFT DRINKS,1 ,1814,,2200,0,6161101061537,
ORIGINAL JUICE 0.95 LTR,SOFT DRINKS,1 ,3750,,4500,0,6281100510147,
SUNFRESH CONCENTRATED DRINK 850 ML,SOFT DRINKS,1 ,10000,,5000,0,9555561309655,
AZAM SODA 300 ML,SOFT DRINKS,1 ,813,,1000,0,6009644547937,
FIZZY COLA 350 ML,SOFT DRINKS,1 ,625,,800,0,6009900076713,
BRITANIA LADID NECTAR 1 L,SOFT DRINKS,1 ,4083,,4800,0,6009628040355,
CHEERS HEALTH DRINK 1.5 L,SOFT DRINKS,1 ,2584,,3200,0,6164000564338,
ENJOY JUICE 1 L,SOFT DRINKS,1 ,3750,,4500,0,6221010201018,
OYO JUICE 5 L,SOFT DRINKS,1 ,8000,,10000,0,25610005010020,
SPECIAL JUICE 5 L,SOFT DRINKS,1 ,8000,,10000,0,6164000424519,
GARDEN LINE JUICE 5 L,SOFT DRINKS,1 ,8000,,10000,0,,
QUENCHER RTD 500 ML,SOFT DRINKS,1 ,1333,,1700,0,6161104401057,
VICTORIA TAMU JUICE 500 ML,SOFT DRINKS,1 ,1750,,2400,0,6164000631177,
SODA PLASTIC MINI COKE 350 ML,SOFT DRINKS,1 ,833,,1000,0,90377884,
AZAM EMBE JUICE 300 ml,SOFT DRINKS,1 ,1400,,1700,0,6009644547647,
AZAM PREMIUM JUICE 330 ml,SOFT DRINKS,1 ,1700,,2000,0,6009644547890,
HIGHLAND NATURAL MINERAL WATER 1.5 L,SOFT DRINKS,1 ,1041,,1400,0,6164000314230,
SODA PLASTIC PEPSI 500 ML,SOFT DRINKS,1 ,1250,,1500,0,6164001011213,
GULF ORI COLA /ORIGINAL ORANGE TINNED,SOFT DRINKS,1 ,1167,,1400,0,6281100515012,
MINUTE MAID APPLE GRAPE JUICE 400 ml,SOFT DRINKS,1 ,1700,,1500,0,5449000188342,
KAZIRE lLEMON/VITFRUIT DRINK 350 ml,SOFT DRINKS,1 ,1250,,1500,0,6164001638014,
KAZIRE ALOE GREEN TEA DRINK 280 ml,SOFT DRINKS,1 ,916,,1200,0,6164001638038,
OKF SPARKLING FRESH MANGO DRINK 250 ml,SOFT DRINKS,1 ,3000,,3600,0,8809041423807,
OKF SAC'S ORANGE DRINK 240 ml,SOFT DRINKS,1 ,3000,,3600,0,8809041423685,
OKF ICE TOK SPARKLING GRAPE SODA 250 ml,SOFT DRINKS,1 ,3000,,3600,0,884394004437,
SODA PLASTIC MINI PEPSI 330 ml,SOFT DRINKS,1 ,833,,1000,0,6164001011558,
FUTAMI 17 GREEN TEA 485 ml,SOFT DRINKS,1 ,2291,,2800,0,8997020760118,
X-TRA MILK BISCUITS,BISCUITS & COOKIES,1 ,2417,,3500,18,,
GOLDEN MILK & HONEY SHORTCAKE COOKIES 108 PKTS,BISCUITS & COOKIES,1 ,6800,,8200,18,6009601431132,
SIMSEK MONRO MULTI 4 PAKET STRAWBERRY CREAM,BISCUITS & COOKIES,1 ,2200,,2600,18,8692806218721,
CASHEW COOKIES CLASSIC RICH 159G,BISCUITS & COOKIES,1 ,2200,,2700,18,8906001386643,
SIMSEK WINDY SANDVIC BISCUIT 150G,BISCUITS & COOKIES,1 ,1583,,2000,0,8692806015382,
GOLDEN SHORTCAKE/RICH SHORTCAKE BISCUITS 200 g,BISCUITS & COOKIES,1 ,2400,,2900,0,6009601430203,
RITZ CRACKERS 100 g,BISCUITS & COOKIES,1 ,1881,,2400,0,8992760211029,
OREO CHOCOLATE SANDWICH COOKIES 137 g / 152.4 g,BISCUITS & COOKIES,1 ,1800,,2500,0,8992760223015,
NEW BISCUIT,BISCUITS & COOKIES,1 ,746,,1000,18,,
NEW BISCUIT 2,BISCUITS & COOKIES,1 ,746,,1000,0,,
CHEF DIGESTIVE BISCUITS 200 g,BISCUITS & COOKIES,1 ,2100,,3500,0,6009615671142,
CHEF GINGERNUT BISCUITS 200 g,BISCUITS & COOKIES,1 ,2070,,3500,0,6009615671319,
BRITANIA GLUCOSE BISCUITS,BISCUITS & COOKIES,1 ,2794,,3500,18,,
BRITANIA MILK BISCUITS,BISCUITS & COOKIES,1 ,2794,,3500,0,6009628041376,
GOLDEN DIGESTIVE CLASSIC 200 g,BISCUITS & COOKIES,1 ,3000,,3600,0,6009601430494,
TIFFANY CREAM BISCUITS 84 g,BISCUITS & COOKIES,1 ,750,,1000,0,6291003003202,
GOLDEN HIGH FIBRE DIGESTIVE BISCUITS 200 g,BISCUITS & COOKIES,1 ,2760,,3300,0,6009601430807,
MARIA RAMBO BISCUITS 180 g + 20 g FREE,BISCUITS & COOKIES,1 ,1583,,2000,0,8904006208731,
X-TRA MILK BISCUITS,BISCUITS & COOKIES,1 ,100,,200,18,,
X-TRA PINEAPPLE CREAM BISCUITS,BISCUITS & COOKIES,1 ,100,,200,18,6164002306097,
PIKNIK BISKUVI 65G,BISCUITS & COOKIES,1 ,750,,1000,18,8692806213221,
TIFFANY BREAK WAFER FINGERS CHOCOLATE,BISCUITS & COOKIES,1 ,1667,,2000,0,6291003043475,
MARIA CHOCOLATE BISCUITS 30 g,BISCUITS & COOKIES,1 ,1625,,2400,0,,
CHEF SHORTCAKE BISCUITS 1 KG,BISCUITS & COOKIES,1 ,10000,,12000,0,6161101552646,
CHIK CHAK WAFER COATED CHOCOLATE FLAVOURED,BISCUITS & COOKIES,1 ,333,,500,0,,
PETIT BEURRE TEA BISCUITS 150 g,BISCUITS & COOKIES,1 ,1000,,1500,0,,
SIMSEK FINGER 780 g,BISCUITS & COOKIES,1 ,8000,,9600,0,8692806013296,
GOLDEN GINGER SNAPS BISCUITS 1 KG,BISCUITS & COOKIES,1 ,11500,,14000,0,6009601431071,
GOLDEN HIGH FIBER DIGESTIVE BISCUITS 1 KG  JAR,BISCUITS & COOKIES,1 ,12000,,14000,0,6009601431088,
GOLDEN GINGERNUT BISCUITS 1 KG,BISCUITS & COOKIES,1 ,11667,,13000,0,6161101552622,
CLUB BISCUITS FAMILY 100 g,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894015,
CLUB BISCUITS MARIE 100 g,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894008,
CLUB BISCUITS SHORTCAKE 100 g,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894053,
CLUB LINCOLN BISCUITS JAR 1 KG,BISCUITS & COOKIES,1 ,11500,,10000,0,6164000894107,
GOLDEN COCO NICE BISCUITS 200 G,BISCUITS & COOKIES,1 ,2280,,2900,0,6009601430340,
TIFFANY DELIGHTS BOURBON CREAMS 200 G,BISCUITS & COOKIES,1 ,3125,,3800,0,6291003000577,
GOLDEN NICE BISCUITS 200 G,BISCUITS & COOKIES,1 ,2400,,2900,0,6009601430357,
CLUB BISCUITS 200 G,BISCUITS & COOKIES,1 ,2417,,3000,0,6164000894466,
BRITANIA CREAM WAFERS 80g,BISCUITS & COOKIES,1 ,1875,,2500,0,8901063151079,
TIFFANY DELIGHTS GINGER NUTS 200 g,BISCUITS & COOKIES,1 ,3125,,3800,0,6291003000553,
GOLDEN COCO NICE BISCUITS 1 KG JAR,BISCUITS & COOKIES,1 ,10667,,14000,0,6009601431095,
CLUB NICE BISCUITS 70 G,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894046,
CLUB NICE BISCUITS 200 G,BISCUITS & COOKIES,1 ,2250,,2700,0,6164000894084,
CLUB BISCUITS 60 G,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894336,
CLUB JARIATA BISCUITS 100 G,BISCUITS & COOKIES,1 ,1083,,1300,0,6164000894022,
CLUB RICH TEA FINGER BISCUITS 200 G,BISCUITS & COOKIES,1 ,2250,,2700,0,6164000894138,
CLUB MORNING COFFEE BICUITS 200 G,BISCUITS & COOKIES,1 ,2250,,2700,0,6164000894121,
CLUB GINGER NUT BISCUITS 200 G,BISCUITS & COOKIES,1 ,2292,,2800,0,6164000894725,
BRITANIA SHORTCAKE FAMILY PACK BISCUITS 1.2 kg,BISCUITS & COOKIES,1 ,9500,,11500,0,6009628041758,
WAFFY CRISPY N CREAMY CHOCOLATE FLAVOURED 100g,BISCUITS & COOKIES,1 ,1389,,1800,0,6009803197003,
CLOVERS BROWN VINEGAR 400 ML,FOOD ITEMS,1 ,1900,,2300,0,6008677002536,
LOVEME NOODLES 65 g,FOOD ITEMS,1 ,733,,1000,0,6923744360558,
TAT MACARONI 500G,FOOD ITEMS,1 ,1800,,2200,18,8690325015012,
SANTA LUCIA GRAGNANO 27 SPAGHETTINI 500 g/450 g,FOOD ITEMS,1 ,2250,,2800,0,8000139220272,
MARIA MACARRONIS 400 g,FOOD ITEMS,1 ,1520,,2000,0,8697400140096,
PASTARICCO MACARONI 500 G,FOOD ITEMS,1 ,2250,,2700,0,8690946350967,
SANTA LUCIA GRAGNANO SPAGHETTI 250 g,FOOD ITEMS,1 ,1200,,1500,0,8000139911446,
MARIA SPAGHETTI 400 g RAMBO,FOOD ITEMS,1 ,1520,,2200,0,8697400140010,
MARIA NOODLES 75 g,FOOD ITEMS,1 ,800,,1000,0,6937891300107,
NEW FOOD,FOOD ITEMS,1 ,833,,1000,0,,
CLOVERS WHITE VINEGAR 400 ML,FOOD ITEMS,1 ,1541,,1900,0,6008677002512,
PASTA ROSA SPAGHETTI 500 g,FOOD ITEMS,1 ,1950,,2500,0,9501101100084,
TAK MAKARON SPAGHETTI 500 g,FOOD ITEMS,1 ,2000,,2500,0,6260100311145,
CLOVERS SUPA MANDAZI 90 g,FOOD ITEMS,1 ,550,,700,0,6008677001553,
STAR PASTA SPAGHETTI 500G,FOOD ITEMS,1 ,2000,,2500,18,6221022111022,
TILDA KIBIMBA RICE 1 KG,FOOD ITEMS,1 ,3800,,4500,0,5011157000022,
GURU PREMIUM BLEND VARIETY RICE 1KG,FOOD ITEMS,1 ,5583,,6700,18,6161103321042,
GURU PREMIUM BLEND VARIETY 2KG,FOOD ITEMS,1 ,10183,,13300,18,6161103321059,
RICE LOCALLY WEIGHED 1KG,FOOD ITEMS,1 ,3500,,4000,18,,
SUNRICE BASMATI PISHORI RICE 5 KG,FOOD ITEMS,1 ,32000,,38500,0,6164000512049,
SWT CHENAB BASMATI RICE 5 KG,FOOD ITEMS,1 ,41250,,50000,0,6164000614002,
TILDA KIBIMBA RICE 5 KG BLUE,FOOD ITEMS,1 ,19500,,23500,0,5011157000046,
TILDA CRYSTAL LONG GRAIN RICE 5 KG YELLOW,FOOD ITEMS,1 ,17500,,22000,18,5011157000299,
SWT-LG PAKISTAN LONG GRAIN IRRI-9 RICE 5 KG WHITE,FOOD ITEMS,1 ,24300,,29000,0,6164000614033,
COCK BRAND PUNJABI WHITE INDIAN BASMATI RICE 5 KG,FOOD ITEMS,1 ,41250,,49500,0,765312330817,
TILDA KIBIMBA RICE 2 KG,FOOD ITEMS,1 ,7600,,9000,0,5011157000039,
MARIA TROPHY LONG GRAIN RICE SUPER 5 KG,FOOD ITEMS,1 ,19750,,24000,0,8906010700072,
CORNED BEEF EXETER 340G,FOOD ITEMS,1 ,5838,,6500,18,5010436500017,
CORNED BEEF LOAF MARIA 340 g,FOOD ITEMS,1 ,4250,,5000,0,,
ODERICH CHICKEN LUNCHEON MEAT 320 G,FOOD ITEMS,1 ,5417,,6500,18,7896041104028,
MARIA PILCHARD IN TOMATO SAUCE & CHILLI 155G,FOOD ITEMS,1 ,1292,,1600,18,8852671012521,
MARIA BAKED BEANS IN TOMATO SAUCE 425G,FOOD ITEMS,1 ,2250,,2700,18,6958698438510,
JORSS EGG NOODLE 400 g,FOOD ITEMS,1 ,3667,,3000,0,6901018432194,
AMERICAN GREEN WHOLE KERNEL SWEET CORN 425G,FOOD ITEMS,1 ,3541,,4500,18,8858768001812,
CROWN MUSHROOMS PIECES AND STEMS 400G,FOOD ITEMS,1 ,3541,,3600,0,6935111661519,
HEINZ BEANZ 415 g,FOOD ITEMS,1 ,2708,,3600,0,5000157024671,
SWT-1 PAKISTAN LONG GRAIN IRRI-6 RICE 1KG GREEN,FOOD ITEMS,1 ,3250,,4000,18,6164000614194,
SWT-1 PAKISTAN LONG GRAIN IRRI-6 RICE 2KG GREEN,FOOD ITEMS,1 ,6500,,8400,0,6164000614088,
SWT-P PAKISTAN LONG GRAIN IRRI-6 RICE 2KG YELLOW,FOOD ITEMS,1 ,7300,,8400,18,6164000614279,
DAILY FRESH POPCORN 284 g,FOOD ITEMS,1 ,2708,,3300,0,6291023105948,
MIMA QUALITY MILLET FLOUR KARO (MILLET + CASSAVA),FOOD ITEMS,1 ,3000,,3500,18,,
MIMA QUALITY MILLET FLOUR PURE MILLET FLOUR (BUSH),FOOD ITEMS,1 ,3000,,3500,18,791528357799,
ENKEJJE POWDER DOKOLO SUPPLY,FOOD ITEMS,1 ,3000,,3500,18,,
MUKENE SNACKS HIGHLY NUTRICIOUS & DELICIOUS,FOOD ITEMS,1 ,3000,,3500,18,,
MUKENE SUNDRY 125 g,FOOD ITEMS,1 ,1500,,2000,0,,
MAGANJO CASSAVA MILLET FLOUR BEST FOR FOOD 1KG,FOOD ITEMS,1 ,3500,,4200,18,6161103810119,
MUSHROOM (PLEUTUS OSTEATUS),FOOD ITEMS,1 ,2000,,2500,18,,
QUALITY ASSORTED FOODS G.NUTS (SEEDS) 0.5KG,FOOD ITEMS,1 ,2200,,3000,18,00000000,
MIREMBE QUALITY ASSORTED FOODS G.NUTS 1 KG,FOOD ITEMS,1 ,4500,,5000,0,3006710602,
G.NUTS SEEDS WEIGHED 1KG,FOOD ITEMS,1 ,4900,,5500,18,,
G.NUTS SEEDS WEIGHED 0.5KG,FOOD ITEMS,1 ,2600,,3000,18,,
MIREMBE QUALITY ASSORTED FOODS BEANS 1KG,FOOD ITEMS,1 ,3200,,3600,0,3006710502,
MIREMBE QUALITY ASSORTED FOOD BEANS 1 KG,FOOD ITEMS,1 ,3500,,4400,0,,
QUALITY ASSORTED FOODS BEANS 0.5KG,FOOD ITEMS,1 ,1900,,2200,18,,
BEANS,FOOD ITEMS,1 ,1700,,2000,18,,
MIREMBE QUALITY ASSORTED FOODS POPCORNS 1KG,FOOD ITEMS,1 ,3000,,3500,18,,
QUALITY ASSORTED FOODS SOYA BEANS 1KG,FOOD ITEMS,1 ,3000,,3500,18,,
ZESTA CORN FLOUR 400G,FOOD ITEMS,1 ,2200,,2800,18,6162000024012,
MAGANJO MAIZE FLOUR 2 KG,FOOD ITEMS,1 ,4000,,5500,0,6161103810317,
MAGANJO MAIZE FLOUR 5 KG,FOOD ITEMS,1 ,8000,,12000,0,6161103810003,
PEMBE ALL PURPOSE HOME BAKING FLOUR 2KG,FOOD ITEMS,1 ,5208,,6000,18,6009627050034,
AZAM SUPER FINE HOME BAKING FLOUR 2KG,FOOD ITEMS,1 ,5208,,6000,18,6164001789006,
KENGROW SUPER FINE HOME BAKING FLOUR 2KG,FOOD ITEMS,1 ,3833,,4500,18,,
YOUR CHOICE ROASTED MILLET WITH CASSAVA (KARO) 1KG,FOOD ITEMS,1 ,4000,,4800,0,6969696966769,
MIREMBE QUALITY ASORTED PEAS,FOOD ITEMS,1 ,4500,,5000,0,3006710402,
TEMMY'S EXPRESS NOODLES 75 g,FOOD ITEMS,1 ,899,,1100,0,6221012777030,
TEBIKOMA ROASTED GROUNDNUTS 500 g,FOOD ITEMS,1 ,3000,,3600,0,6164001050465,
MAMEE ORIENTAL NOODLES 85 g,FOOD ITEMS,1 ,596,,800,0,9555022300030,
PRIME HARVEST LONG GRAIN RICE 5 KG,FOOD ITEMS,1 ,19500,,23000,0,6164001145055,
BUSHENYI HONEY 500 g,FOOD ITEMS,1 ,3541,,4500,0,6166000016312,
NEW FOOD 2,FOOD ITEMS,1 ,1900,,2300,0,,
SUPER VALUE PORRIDGE 1KG,FOOD ITEMS,1 ,12000,,15000,0,6009684860683,
TILDA PURE BASMATI RICE 1 KG,FOOD ITEMS,1 ,11050,,13300,0,8901144101016,
TILDA BASMATI RICE WONDERFUL   1 KG,FOOD ITEMS,1 ,10000,,10000,0,8901144121014,
KOLSON'S PASTA 450 g,FOOD ITEMS,1 ,2417,,2900,0,759069816236,
HEINZ 2 MINUTE NOODLES 75 g,FOOD ITEMS,1 ,1000,,1300,0,8991688889273,
4 DIZ MILLET FLOUR FOR PORRIDGE 1 KG,FOOD ITEMS,1 ,3600,,4000,0,,
GLOBE BRAND ATTA MARK 1 FLOUR 2 KG,FOOD ITEMS,1 ,8000,,8200,0,6009641360027,
PURE MILLET EAST AFRICAN 1 KG,FOOD ITEMS,1 ,4000,,4200,0,6164000483226,
SOYA FLOUR EAST AFRICAN 500 g,FOOD ITEMS,1 ,3200,,3400,0,6164000483073,
JENAN SPAGHETTI 1.2mm 500 g,FOOD ITEMS,1 ,2000,,2400,0,6290410210098,
KABALI RICE FLOUR FOR PORRIDGE 1 KG,FOOD ITEMS,1 ,4000,,5500,0,9863429228810,
KABALI SOYA RICE FLOUR FOR PORRIDGE 1 KG,FOOD ITEMS,1 ,4000,,5500,0,9863429225673,
EXE SELF RAISING FLOUR 2 KG,FOOD ITEMS,1 ,5416,,6500,0,6008792000424,
JOMA BREAD BIG,FOOD ITEMS,1 ,4100,,4500,0,05008901#,
NEW FOOD1,FOOD ITEMS,1 ,2500,,3000,0,,
JOMA BUNS 2 PCS,FOOD ITEMS,1 ,1200,,1500,0,,
JOMA COOKIES 10 PCS,FOOD ITEMS,1 ,2000,,2500,0,,
JOMA COOKIES 5 PCS,FOOD ITEMS,1 ,1200,,1500,0,,
FARMER'S CHOICE BEEF SAUSAGES 1 KG,FOOD ITEMS,1 ,11500,,14000,0,6164001113009,
EGG 1 PC,FOOD ITEMS,1 ,233,,300,0,,
JOMA SAMOSAS 1 PAIR,FOOD ITEMS,1 ,0,,1500,0,,
MIREMBE QUALITY ASSORTED G NUTS 1/2 KG,FOOD ITEMS,1 ,0,,3000,0,3006710601,
HOME GROWN MUSHROOMS 50 g,FOOD ITEMS,1 ,2500,,2900,0,,
BEANS 1 KILO,FOOD ITEMS,1 ,0,,4000,0,,
JOMA BREAD,FOOD ITEMS,1 ,1500,,2000,0,,
GENERAL HAPPINESS  PORRIDGE  1kg,FOOD ITEMS,1 ,3700,,4500,0,,
KAKEMBO & BROTHERS PURE RICE   1kg,FOOD ITEMS,1 ,3700,,4500,0,,
KAKEMBO & BROTHERS SOYA RICE FLOUR 1kg,FOOD ITEMS,1 ,3700,,4500,0,,
MUKENE SOYA RICE 1Kg,FOOD ITEMS,1 ,3800,,4500,0,,
KAKEMBO & BROTHERS SOYA MAIZE 1kg,FOOD ITEMS,1 ,2800,,3500,0,,
SUPERIOR SILVER FISH SILVER FISH POWDER 200g,FOOD ITEMS,1 ,2000,,2500,0,,
ALMONDS,FOOD ITEMS,1 ,3000,,3500,0,,
MAGANJO ENERGY BOOSTER BEST FOR PORRIDGE 2 KG,FOOD ITEMS,1 ,5500,,6600,0,6161103810966,
SAFA CORN FLOUR 400 g,FOOD ITEMS,1 ,2083,,2500,0,014796202135,
MAGANJO MILLET FLOUR 2 KG,FOOD ITEMS,1 ,7000,,8400,0,6161103810935,
PRECIOUS SOYA MILLET 500g,FOOD ITEMS,1 ,0,,2000,0,,
SAFFI SALT IODIZED TABLE SALT 500 g,FOOD ITEMS,1 ,0,,500,0,6161100790483,
KENYLON TOMATO PASTE 340 g,FOOD ITEMS,1 ,3958,,4800,0,6162000131116,
MIREMBE QUALITY ASSORTED FOODS MAIZE FLOUR 1Kg,FOOD ITEMS,1 ,2400,,2800,0,3006710302,
TILDA CRYSTAL LONG GRAIN  RICE 1 KG,FOOD ITEMS,1 ,0,,4500,0,5011157000251,
BREAD CRUMB 1Kg,FOOD ITEMS,1 ,0,,8000,18,,
EXE HOME BAKING FLOUR 2Kg,FOOD ITEMS,1 ,4750,,6000,0,6008792000028,
MARIA MUSHROOMS WHOLE 400g,FOOD ITEMS,1 ,2833,,3300,0,6958698435557,
SWT-P LONG GRAIN IRRI-6 RICE 1 KG YELLOW,FOOD ITEMS,1 ,3750,,4500,0,6164000614262,
BESTA MAIZE FLOUR 2 KG,FOOD ITEMS,1 ,4000,,5000,0,8954457560049,
BESTA MAIZE FLOUR 1 KG,FOOD ITEMS,1 ,2000,,2500,18,6105007246001,
STESAN QUALITY SEEDS BEANS 1 KG,FOOD ITEMS,1 ,2700,,3000,0,05012701#,
STESAN QUALITY SEEDS G NUTS 1 KG,FOOD ITEMS,1 ,4500,,5500,0,05012801#,
STESAN QUALITY SEEDS POUNDED G NUTS 1 KG,FOOD ITEMS,1 ,4500,,5500,0,05012901#,
OMAN SPAGHETTI 500 g,FOOD ITEMS,1 ,1800,,2200,0,6291104661196,
CLOVERS WHITE VINEGAR 700 ML,FOOD ITEMS,1 ,2000,,2400,0,6008677002529,
STESAN QUALITY SEEDS BEANS 500 G,FOOD ITEMS,1 ,1300,,1700,0,05013201#,
STESAN QUALITY SEEDS GROUNDNUTS 500G,FOOD ITEMS,1 ,2250,,3000,0,05013301#,
STESAN QUALITY SEEDS POUNDED GROUNDNUTS 500G,FOOD ITEMS,1 ,2250,,3000,0,05013401#,
MATT'S SPECIAL SILVERFISH,FOOD ITEMS,1 ,2000,,2400,0,05013501#,
MATT'S SPECIAL SILVERFISH POWDER,FOOD ITEMS,1 ,3000,,3600,0,05013601#,
BABITO FEEDS MAIZE FLOUR 5 KG,FOOD ITEMS,1 ,11500,,14000,0,,
BABITO FEEDS MAIZE FLOUR 2 KG,FOOD ITEMS,1 ,4500,,5500,0,6164000742064,
BABITO AKARO 2 KG,FOOD ITEMS,1 ,7000,,8500,0,6164000742019,
BABITO MILLET FLOUR BUSHERA 500 g,FOOD ITEMS,1 ,1500,,2000,0,,
BABITO CASSAVA MILLET SOYA PORRIDGE 500 G,FOOD ITEMS,1 ,1500,,2000,0,6164000742002,
STESAN QUALITY SEEDS GREEN PEAS 1 KG,FOOD ITEMS,1 ,4000,,5000,0,05014201#,
KAM POSHO 1 MAIZE FLOUR 2 KG,FOOD ITEMS,1 ,4500,,5400,0,700867328087,
IMPERIAL GOLD BASMATI RICE 2 KG,FOOD ITEMS,1 ,15000,,18000,0,05014401#,
SUPER AEROPLANE BASMATI RICE 5 KG,FOOD ITEMS,1 ,37500,,45000,0,8906004961052,
KASWA HORSE BRAND BAKING FLOUR 2 KG,FOOD ITEMS,1 ,4500,,5000,0,6164001623218,
UMUKUNZI PURE RICE 1 KG,FOOD ITEMS,1 ,3500,,4200,0,05014701#,
UMUKUNZI PURE MILLET FLOUR 1 KG,FOOD ITEMS,1 ,3000,,3600,0,05014801#,
"UMUKUNZI PURE SOYA,RICE & MILLET MIX 1 KG",FOOD ITEMS,1 ,3500,,4200,0,05014901#,
KEY FOODS PURE RICE PORRIDGE 1 KG,FOOD ITEMS,1 ,3500,,4200,0,1920222458856,
KEY FOODS PURE MILLET PORRIDGE 1 KG,FOOD ITEMS,1 ,3000,,3600,0,1922002154545,
KEY FOODS SOYA RICE PORRIDGE 1KG,FOOD ITEMS,1 ,3500,,4200,0,1930275500396,
GRAMU CASSAVA MILLET FLOUR 1 KG,FOOD ITEMS,1 ,3500,,4200,0,05015301#,
GRAMU PURE MILLET FLOUR 1 KG,FOOD ITEMS,1 ,3500,,4200,0,05015401#,
GRAMU PURE RICE FLOUR 1 KG,FOOD ITEMS,1 ,4500,,5400,0,05015501#,
TILDA BROWN BASMATI RICE 1 KG,FOOD ITEMS,1 ,11550,,14000,0,8901144191017,
TILDA PURE BASMAT RICE 5 KG,FOOD ITEMS,1 ,53750,,64500,0,8901144101054,
UMUKUNZI PURE SOYA RICE 1 KG,FOOD ITEMS,1 ,3500,,4200,0,,
PROCTOR & ALLAN BABY PORRIDGE 500 G,FOOD ITEMS,1 ,2976,,3600,0,6008276000339,
DDOKOLO MUKENE SUNDRY 250 G,FOOD ITEMS,1 ,2000,,2500,0,05016001#,
R2 BEACE BEANS NAMBALE 1KG,FOOD ITEMS,1 ,3000,,4200,0,,
ENERGETIC INSTANT PORRIDGE 500 G,FOOD ITEMS,1 ,2500,,3000,0,2672247409144,
KEY FOODS BABY SOYA PORRIDGE 1 KG,FOOD ITEMS,1 ,3500,,4200,0,1924877598547,
GRAMU RICE FLOUR MIXED WITH SOYA 1 KG,FOOD ITEMS,1 ,4500,,5400,0,,
R2 BEACE POPCORNS 1 KG,FOOD ITEMS,1 ,2000,,2400,0,,
R2 BEACE GROUNDNUTS POUNDED1 KG,FOOD ITEMS,1 ,3500,,4800,0,,
R2 BEACE COW PEAS 1 KG,FOOD ITEMS,1 ,4000,,5400,0,,
R2 BEACE GROUNDNUT SEEDS 1 KG,FOOD ITEMS,1 ,4000,,4800,0,,
GRAMU SOYA MILLET 1 KG,FOOD ITEMS,1 ,3500,,4200,0,,
DOMESTIC MILLET SOYA KALO 1KG,FOOD ITEMS,1 ,3500,,4200,0,6116211013105,
DOMESTIC BABY SOYA WITH RICE & ENKEJJE 500 G,FOOD ITEMS,1 ,2500,,3000,0,6172372372765,
R2 BEACE BEANS YELLOW 1 KG,FOOD ITEMS,1 ,3500,,4200,0,,
NUTRI PORRIDGE FLOUR 1 kg,FOOD ITEMS,1 ,4500,,5400,0,,
KAM POSHO MAIZE FLOUR 5 kg,FOOD ITEMS,1 ,10000,,12000,0,700867328070,
NANA WHOLE GRAIN PORRIDGE WHOLE WHEAT 1 kg,FOOD ITEMS,1 ,5000,,6000,0,6166000035511,
RICE WEIGHED 1 kg,FOOD ITEMS,1 ,5000,,6500,0,,
BADANG PUMPKIN PORRIDGE 1 Kg,FOOD ITEMS,1 ,4500,,5500,0,4893829384903,
BADANG BANANA PORRIDGE Kg,FOOD ITEMS,1 ,4500,,5500,0,7887665687677,
BADANG BABY IRISH PORRIDGE 1Kg,FOOD ITEMS,1 ,4500,,5500,0,4356789544348,
UNION PAKISTAN RICE 5 kg IRRI-6 BLUE,FOOD ITEMS,1 ,15000,,18000,0,8028558095653,
WEIGHED GROUNDNUT SEEDS 1 KG,FOOD ITEMS,1 ,3000,,4000,0,,
WEIGHED GROUNDNUT SEEDS 500 G,FOOD ITEMS,1 ,1500,,2000,0,,
ABIGAIL FARM PRODUCE YELLOW YORK EGGS 6 PC,FOOD ITEMS,1 ,3000,,3500,0,6164001414380,
PEAK VALUE SMILE PORRIDGE 500 g,FOOD ITEMS,1 ,7000,,8400,0,6164002488250,
PEAK VALUE WHOLESOME NUTRI POP CEREAL 225 g,FOOD ITEMS,1 ,4500,,5400,0,6164002488274,
PEAK VALUE DRY POLISHED BEANS 1 kg,FOOD ITEMS,1 ,3500,,4200,0,6164002488281,
PEAK VALUE INSTANT BEAN SAUCE 250 g,FOOD ITEMS,1 ,3000,,3600,0,6164002488267,
